traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds
12498,2025-10-14 13:01:00,Tuesday,13,Clear,Industrial,Low,8,12,4,19
12499,2025-01-11 19:39:00,Saturday,19,Stormy,Industrial,Medium,46,44,11,43
12500,2025-08-23 23:42:00,Saturday,23,Rainy,Residential,Medium,31,32,15,48
12501,2025-04-17 02:13:00,Thursday,2,Rainy,Commercial,Medium,47,63,14,54
12502,2025-06-05 09:23:00,Thursday,9,Rainy,Highway,High,68,146,38,99
12503,2025-03-18 04:53:00,Tuesday,4,Foggy,School Zone,Low,17,25,4,11
12504,2025-05-09 04:28:00,Friday,4,Clear,Commercial,Medium,29,60,6,46
12505,2025-07-07 05:33:00,Monday,5,Stormy,Commercial,Medium,38,70,8,35
12506,2025-11-24 03:21:00,Monday,3,Rainy,Commercial,Medium,38,37,9,57
12507,2025-05-01 11:37:00,Thursday,11,Stormy,Commercial,Low,9,26,1,8
12508,2025-01-03 14:13:00,Friday,14,Foggy,Industrial,Medium,41,39,12,24
12509,2025-04-23 23:54:00,Wednesday,23,Rainy,Industrial,Low,7,16,0,11
12510,2025-09-14 04:20:00,Sunday,4,Stormy,Highway,Medium,45,68,5,35
12511,2025-07-02 08:10:00,Wednesday,8,Cloudy,School Zone,Medium,27,38,10,53
12512,2025-02-08 03:30:00,Saturday,3,Stormy,Industrial,Medium,32,67,10,44
12513,2025-09-22 04:24:00,Monday,4,Rainy,Industrial,Low,20,29,5,9
12514,2025-02-28 17:22:00,Friday,17,Stormy,School Zone,Medium,29,67,10,38
12515,2025-09-11 07:19:00,Thursday,7,Cloudy,Residential,High,118,71,29,103
12516,2025-01-23 21:03:00,Thursday,21,Clear,School Zone,Low,20,26,3,10
12517,2025-08-30 11:55:00,Saturday,11,Clear,Commercial,Low,7,29,4,12
12518,2025-01-02 20:31:00,Thursday,20,Foggy,Commercial,Medium,27,47,12,25
12519,2025-01-03 04:06:00,Friday,4,Rainy,Highway,Medium,26,58,14,51
12520,2025-02-28 17:02:00,Friday,17,Foggy,Residential,Medium,40,40,9,27
12521,2025-11-07 18:18:00,Friday,18,Rainy,Residential,Medium,34,45,9,47
12522,2025-11-07 02:08:00,Friday,2,Clear,Residential,Low,15,22,1,19
12523,2025-02-17 08:36:00,Monday,8,Foggy,Industrial,Medium,38,37,7,38
12524,2025-09-27 16:37:00,Saturday,16,Stormy,Highway,Medium,47,51,8,28
12525,2025-08-21 15:45:00,Thursday,15,Foggy,Highway,Low,17,29,0,19
12526,2025-03-13 11:00:00,Thursday,11,Rainy,Highway,Medium,41,56,12,29
12527,2025-02-16 13:43:00,Sunday,13,Foggy,Highway,Medium,21,55,7,45
12528,2025-08-15 03:29:00,Friday,3,Stormy,Highway,Medium,41,59,12,56
12529,2025-05-27 10:52:00,Tuesday,10,Foggy,Industrial,Medium,50,65,5,57
12530,2025-09-23 06:25:00,Tuesday,6,Rainy,Industrial,Low,11,29,3,20
12531,2025-11-22 01:15:00,Saturday,1,Cloudy,Industrial,Low,14,13,3,8
12532,2025-09-21 09:29:00,Sunday,9,Cloudy,Industrial,High,50,84,36,73
12533,2025-10-16 20:19:00,Thursday,20,Foggy,Residential,High,105,104,18,103
12534,2025-09-05 14:36:00,Friday,14,Clear,Industrial,Low,5,23,5,10
12535,2025-10-08 22:47:00,Wednesday,22,Rainy,Residential,Medium,34,66,15,39
12536,2025-12-06 12:30:00,Saturday,12,Cloudy,Industrial,Low,9,22,4,7
12537,2025-11-10 02:10:00,Monday,2,Stormy,Commercial,Low,15,28,1,18
12538,2025-03-21 17:56:00,Friday,17,Clear,Residential,Medium,39,48,9,39
12539,2025-11-10 14:27:00,Monday,14,Stormy,Commercial,Low,7,30,1,10
12540,2025-04-27 13:09:00,Sunday,13,Cloudy,Residential,Low,14,14,5,11
12541,2025-01-15 21:47:00,Wednesday,21,Foggy,Industrial,Low,9,18,2,6
12542,2025-06-07 17:32:00,Saturday,17,Clear,Industrial,High,113,148,18,168
12543,2025-10-19 22:49:00,Sunday,22,Rainy,Highway,Medium,25,38,13,59
12544,2025-08-03 09:41:00,Sunday,9,Rainy,Highway,Medium,47,67,6,48
12545,2025-09-14 21:53:00,Sunday,21,Rainy,School Zone,Low,19,26,3,13
12546,2025-07-04 22:50:00,Friday,22,Rainy,Residential,Low,10,19,0,15
12547,2025-08-29 21:28:00,Friday,21,Rainy,School Zone,Low,10,29,2,8
12548,2025-09-27 19:38:00,Saturday,19,Rainy,School Zone,High,105,94,15,149
12549,2025-09-15 19:33:00,Monday,19,Clear,School Zone,High,60,111,36,116
12550,2025-11-29 09:45:00,Saturday,9,Stormy,Industrial,Medium,41,40,13,29
12551,2025-10-19 10:46:00,Sunday,10,Foggy,Industrial,Medium,44,68,15,29
12552,2025-02-06 07:53:00,Thursday,7,Foggy,Commercial,High,97,132,18,113
12553,2025-11-14 08:34:00,Friday,8,Clear,Residential,Medium,42,51,8,37
12554,2025-03-16 04:11:00,Sunday,4,Stormy,School Zone,Medium,37,39,8,22
12555,2025-10-06 07:44:00,Monday,7,Foggy,Highway,High,120,111,34,152
12556,2025-06-14 07:13:00,Saturday,7,Foggy,Highway,Medium,41,60,14,50
12557,2025-08-23 09:37:00,Saturday,9,Clear,School Zone,Medium,28,53,6,23
12558,2025-02-07 18:15:00,Friday,18,Rainy,School Zone,High,76,120,35,154
12559,2025-04-26 18:37:00,Saturday,18,Clear,Residential,High,115,104,18,156
12560,2025-04-07 00:16:00,Monday,0,Stormy,Commercial,Low,5,20,5,15
12561,2025-05-01 19:54:00,Thursday,19,Foggy,Commercial,Medium,29,46,11,28
12562,2025-10-27 11:20:00,Monday,11,Stormy,Commercial,Medium,40,44,8,50
12563,2025-12-09 16:40:00,Tuesday,16,Cloudy,Residential,Low,16,10,3,9
12564,2025-12-31 21:15:00,Wednesday,21,Rainy,Residential,Low,11,11,1,18
12565,2025-12-19 20:14:00,Friday,20,Foggy,Highway,High,69,123,22,167
12566,2025-11-22 22:50:00,Saturday,22,Stormy,Highway,Low,17,24,2,15
12567,2025-03-14 22:04:00,Friday,22,Stormy,Residential,Medium,22,40,15,37
12568,2025-09-02 18:39:00,Tuesday,18,Cloudy,Highway,Medium,31,40,6,31
12569,2025-08-15 11:05:00,Friday,11,Stormy,Highway,Low,11,12,1,19
12570,2025-06-05 15:43:00,Thursday,15,Stormy,Commercial,Medium,27,66,6,25
12571,2025-01-05 18:01:00,Sunday,18,Rainy,Industrial,High,67,109,16,180
12572,2025-01-07 11:58:00,Tuesday,11,Stormy,Residential,Low,9,19,4,7
12573,2025-06-29 09:58:00,Sunday,9,Rainy,School Zone,High,84,96,40,97
12574,2025-02-12 02:39:00,Wednesday,2,Rainy,Residential,Medium,45,44,15,25
12575,2025-09-11 06:24:00,Thursday,6,Stormy,Highway,Low,8,24,4,20
12576,2025-12-28 01:17:00,Sunday,1,Cloudy,School Zone,Low,8,20,1,16
12577,2025-03-16 04:28:00,Sunday,4,Rainy,Highway,Medium,45,35,12,48
12578,2025-05-24 00:07:00,Saturday,0,Foggy,Commercial,Low,17,25,3,5
12579,2025-07-06 04:41:00,Sunday,4,Stormy,Residential,Low,15,16,4,15
12580,2025-06-16 15:16:00,Monday,15,Rainy,School Zone,Medium,26,65,6,57
12581,2025-06-19 11:38:00,Thursday,11,Clear,Industrial,Medium,43,32,8,55
12582,2025-01-09 09:41:00,Thursday,9,Rainy,Residential,High,62,149,17,79
12583,2025-08-30 08:00:00,Saturday,8,Cloudy,Residential,High,95,95,17,91
12584,2025-06-14 16:47:00,Saturday,16,Rainy,Commercial,Medium,38,40,6,31
12585,2025-08-23 23:07:00,Saturday,23,Rainy,Residential,Low,8,12,2,16
12586,2025-01-20 07:12:00,Monday,7,Foggy,Commercial,Medium,45,38,10,34
12587,2025-12-02 20:19:00,Tuesday,20,Cloudy,School Zone,High,119,117,15,179
12588,2025-07-29 22:53:00,Tuesday,22,Stormy,Commercial,Medium,41,60,9,34
12589,2025-07-22 09:27:00,Tuesday,9,Cloudy,Industrial,High,92,95,18,149
12590,2025-04-06 19:13:00,Sunday,19,Foggy,Highway,High,53,143,37,92
12591,2025-09-22 11:23:00,Monday,11,Clear,Commercial,Low,8,15,2,10
12592,2025-02-14 00:02:00,Friday,0,Clear,School Zone,Low,6,12,5,11
12593,2025-06-05 11:35:00,Thursday,11,Rainy,Residential,Medium,41,53,11,57
12594,2025-01-31 23:31:00,Friday,23,Stormy,Industrial,Medium,30,30,7,48
12595,2025-02-18 09:23:00,Tuesday,9,Rainy,Industrial,Medium,24,33,14,44
12596,2025-10-03 22:42:00,Friday,22,Clear,Commercial,Low,17,29,4,10
12597,2025-06-30 13:16:00,Monday,13,Cloudy,School Zone,Low,13,28,0,13
12598,2025-04-12 06:00:00,Saturday,6,Clear,Industrial,Low,15,11,3,8
12599,2025-03-02 03:17:00,Sunday,3,Foggy,Industrial,Medium,50,70,14,31
12600,2025-06-07 08:35:00,Saturday,8,Stormy,Highway,Medium,42,66,10,36
12601,2025-09-29 22:13:00,Monday,22,Stormy,Commercial,Low,15,11,5,6
12602,2025-09-08 10:25:00,Monday,10,Cloudy,School Zone,High,110,76,25,163
12603,2025-02-09 12:08:00,Sunday,12,Foggy,Industrial,Low,16,26,4,6
12604,2025-11-20 13:27:00,Thursday,13,Cloudy,Commercial,Low,18,27,0,17
12605,2025-06-01 01:23:00,Sunday,1,Stormy,Industrial,Low,8,13,1,20
12606,2025-07-06 17:28:00,Sunday,17,Foggy,Commercial,Medium,33,63,6,52
12607,2025-07-13 23:48:00,Sunday,23,Stormy,School Zone,Low,9,27,3,12
12608,2025-12-25 23:12:00,Thursday,23,Rainy,Residential,Medium,40,41,7,41
12609,2025-05-15 06:36:00,Thursday,6,Rainy,School Zone,Medium,28,65,8,36
12610,2025-03-13 23:05:00,Thursday,23,Cloudy,Commercial,Low,12,15,4,12
12611,2025-09-24 21:42:00,Wednesday,21,Clear,Residential,Low,17,30,2,16
12612,2025-10-20 21:46:00,Monday,21,Foggy,Industrial,Low,16,21,4,8
12613,2025-08-22 08:29:00,Friday,8,Cloudy,Highway,Medium,35,59,13,53
12614,2025-06-10 02:53:00,Tuesday,2,Stormy,Commercial,Low,12,23,1,13
12615,2025-06-18 14:01:00,Wednesday,14,Clear,Highway,Low,19,20,3,16
12616,2025-09-01 10:06:00,Monday,10,Rainy,Residential,Medium,21,42,12,55
12617,2025-10-13 10:32:00,Monday,10,Rainy,School Zone,Medium,25,56,11,39
12618,2025-06-28 17:23:00,Saturday,17,Cloudy,Industrial,Medium,33,54,14,35
12619,2025-10-17 08:28:00,Friday,8,Foggy,Highway,High,57,112,24,88
12620,2025-06-20 02:52:00,Friday,2,Clear,School Zone,Medium,23,37,9,29
12621,2025-01-16 14:06:00,Thursday,14,Clear,Commercial,Low,19,29,3,20
12622,2025-02-11 04:18:00,Tuesday,4,Stormy,Highway,Low,14,17,5,8
12623,2025-04-15 11:23:00,Tuesday,11,Foggy,Residential,Low,10,16,5,10
12624,2025-01-10 03:54:00,Friday,3,Cloudy,School Zone,Low,17,11,5,12
12625,2025-10-06 16:51:00,Monday,16,Foggy,Highway,Medium,24,69,7,41
12626,2025-11-01 09:39:00,Saturday,9,Cloudy,School Zone,High,110,113,28,90
12627,2025-10-05 11:26:00,Sunday,11,Clear,Highway,Low,13,14,5,11
12628,2025-05-13 06:17:00,Tuesday,6,Rainy,Industrial,Low,8,16,0,16
12629,2025-01-20 18:47:00,Monday,18,Clear,Highway,High,94,135,33,120
12630,2025-10-25 05:13:00,Saturday,5,Clear,Commercial,Low,13,20,5,18
12631,2025-08-09 02:43:00,Saturday,2,Rainy,Highway,Low,8,17,1,15
12632,2025-12-07 15:45:00,Sunday,15,Foggy,School Zone,Low,19,10,4,15
12633,2025-11-06 10:38:00,Thursday,10,Foggy,Commercial,High,90,80,22,160
12634,2025-04-15 21:12:00,Tuesday,21,Clear,Industrial,Medium,25,56,14,33
12635,2025-09-23 13:02:00,Tuesday,13,Rainy,Highway,Low,9,18,2,8
12636,2025-08-21 18:03:00,Thursday,18,Foggy,School Zone,High,84,99,26,90
12637,2025-04-14 19:05:00,Monday,19,Rainy,Commercial,High,59,82,36,73
12638,2025-02-27 07:40:00,Thursday,7,Rainy,Industrial,High,63,85,34,108
12639,2025-06-03 07:55:00,Tuesday,7,Clear,Residential,High,91,78,29,85
12640,2025-10-10 16:24:00,Friday,16,Foggy,Residential,Low,10,24,1,20
12641,2025-03-03 01:29:00,Monday,1,Clear,Commercial,Low,8,20,3,20
12642,2025-06-05 00:35:00,Thursday,0,Stormy,Commercial,Low,17,14,5,8
12643,2025-10-24 08:12:00,Friday,8,Stormy,Highway,High,84,104,35,137
12644,2025-07-12 00:40:00,Saturday,0,Clear,Highway,Low,10,29,1,13
12645,2025-03-20 11:04:00,Thursday,11,Rainy,Industrial,Low,17,10,5,15
12646,2025-07-15 15:50:00,Tuesday,15,Clear,Residential,Low,17,25,5,12
12647,2025-10-31 03:55:00,Friday,3,Clear,Residential,Medium,49,45,6,35
12648,2025-09-15 00:54:00,Monday,0,Stormy,Industrial,Low,20,25,2,11
12649,2025-01-29 20:11:00,Wednesday,20,Cloudy,Residential,High,85,103,33,144
12650,2025-10-30 07:12:00,Thursday,7,Stormy,Highway,High,109,132,31,138
12651,2025-04-16 10:24:00,Wednesday,10,Rainy,Residential,Medium,35,59,12,44
12652,2025-05-17 17:57:00,Saturday,17,Stormy,Commercial,High,74,100,38,104
12653,2025-04-17 20:21:00,Thursday,20,Foggy,Industrial,Medium,34,66,6,20
12654,2025-03-02 10:28:00,Sunday,10,Stormy,Residential,High,73,83,22,108
12655,2025-10-08 15:05:00,Wednesday,15,Foggy,School Zone,Medium,27,59,14,30
12656,2025-04-14 23:46:00,Monday,23,Rainy,Commercial,Low,17,18,3,7
12657,2025-01-13 23:23:00,Monday,23,Foggy,Industrial,Low,7,17,2,15
12658,2025-11-03 17:36:00,Monday,17,Rainy,Industrial,High,120,127,35,119
12659,2025-05-23 03:44:00,Friday,3,Rainy,Highway,Low,18,17,2,15
12660,2025-03-08 05:11:00,Saturday,5,Cloudy,Commercial,Medium,26,35,7,48
12661,2025-09-09 11:56:00,Tuesday,11,Cloudy,Commercial,Medium,38,42,14,31
12662,2025-08-07 04:47:00,Thursday,4,Stormy,School Zone,Low,17,19,3,17
12663,2025-04-06 14:44:00,Sunday,14,Cloudy,School Zone,Low,10,23,2,8
12664,2025-03-13 21:16:00,Thursday,21,Cloudy,School Zone,Low,7,12,4,15
12665,2025-04-20 02:36:00,Sunday,2,Clear,Commercial,Low,17,23,1,10
12666,2025-12-17 08:12:00,Wednesday,8,Clear,Highway,High,99,146,15,178
12667,2025-02-19 03:11:00,Wednesday,3,Foggy,Commercial,Low,8,21,0,20
12668,2025-11-27 00:00:00,Thursday,0,Foggy,School Zone,Low,20,16,5,19
12669,2025-08-28 10:29:00,Thursday,10,Rainy,Highway,High,115,84,16,180
12670,2025-07-01 02:55:00,Tuesday,2,Foggy,Highway,Low,8,27,0,7
12671,2025-12-16 10:09:00,Tuesday,10,Stormy,Commercial,Medium,30,66,11,54
12672,2025-01-12 07:19:00,Sunday,7,Foggy,School Zone,Medium,25,35,13,20
12673,2025-07-29 03:30:00,Tuesday,3,Foggy,Residential,Medium,34,41,11,28
12674,2025-12-23 01:12:00,Tuesday,1,Foggy,Industrial,Medium,45,50,5,35
12675,2025-05-15 15:16:00,Thursday,15,Foggy,School Zone,Medium,36,43,6,35
12676,2025-11-02 13:47:00,Sunday,13,Stormy,Commercial,Medium,31,69,9,23
12677,2025-08-14 23:50:00,Thursday,23,Cloudy,Highway,Medium,49,53,9,34
12678,2025-07-04 02:38:00,Friday,2,Cloudy,Residential,Low,19,14,0,13
12679,2025-07-03 21:10:00,Thursday,21,Foggy,Industrial,Low,15,26,5,18
12680,2025-07-05 07:35:00,Saturday,7,Rainy,Commercial,Medium,42,43,11,54
12681,2025-08-06 00:13:00,Wednesday,0,Rainy,Highway,Low,7,29,3,12
12682,2025-12-21 04:49:00,Sunday,4,Foggy,Commercial,Low,14,15,1,17
12683,2025-04-17 08:04:00,Thursday,8,Foggy,School Zone,Medium,21,50,9,44
12684,2025-06-08 21:47:00,Sunday,21,Stormy,School Zone,Low,11,30,4,11
12685,2025-09-29 04:31:00,Monday,4,Foggy,School Zone,Medium,35,35,14,22
12686,2025-08-21 11:35:00,Thursday,11,Cloudy,Industrial,Medium,21,70,11,24
12687,2025-04-16 23:09:00,Wednesday,23,Cloudy,Industrial,Low,14,19,4,12
12688,2025-03-08 00:50:00,Saturday,0,Rainy,Industrial,Low,8,26,5,16
12689,2025-06-21 12:05:00,Saturday,12,Stormy,School Zone,Medium,29,61,9,40
12690,2025-07-22 14:39:00,Tuesday,14,Stormy,Residential,Medium,46,65,6,26
12691,2025-10-08 10:08:00,Wednesday,10,Stormy,Residential,Medium,35,58,15,43
12692,2025-07-05 14:16:00,Saturday,14,Stormy,Commercial,Low,16,17,2,19
12693,2025-10-23 13:09:00,Thursday,13,Foggy,Industrial,Medium,43,56,13,57
12694,2025-03-21 10:39:00,Friday,10,Rainy,Commercial,High,52,144,36,160
12695,2025-10-09 21:32:00,Thursday,21,Foggy,Industrial,Low,14,30,0,8
12696,2025-06-11 17:30:00,Wednesday,17,Rainy,School Zone,High,97,116,21,104
12697,2025-11-20 00:23:00,Thursday,0,Rainy,School Zone,Medium,40,37,14,47
12698,2025-04-21 21:22:00,Monday,21,Rainy,School Zone,Low,12,22,1,13
12699,2025-07-07 05:47:00,Monday,5,Stormy,Highway,Low,8,25,0,12
12700,2025-08-27 16:43:00,Wednesday,16,Cloudy,Industrial,Medium,30,36,7,34
12701,2025-04-18 10:31:00,Friday,10,Foggy,School Zone,Medium,35,56,7,51
12702,2025-08-01 04:48:00,Friday,4,Rainy,Highway,Low,9,26,3,16
12703,2025-04-23 05:55:00,Wednesday,5,Cloudy,Industrial,Medium,36,34,11,58
12704,2025-02-28 15:15:00,Friday,15,Clear,Highway,Low,5,17,0,6
12705,2025-02-20 14:47:00,Thursday,14,Clear,Residential,Low,15,28,4,15
12706,2025-06-07 00:20:00,Saturday,0,Cloudy,Highway,Low,5,22,1,18
12707,2025-08-15 06:02:00,Friday,6,Cloudy,Industrial,Low,5,12,3,7
12708,2025-07-19 19:01:00,Saturday,19,Cloudy,Commercial,High,50,100,36,109
12709,2025-03-05 09:30:00,Wednesday,9,Clear,School Zone,Medium,29,36,11,25
12710,2025-11-25 14:45:00,Tuesday,14,Foggy,Industrial,Medium,29,47,8,43
12711,2025-04-09 18:17:00,Wednesday,18,Stormy,Residential,Medium,24,34,11,32
12712,2025-01-06 03:58:00,Monday,3,Rainy,Highway,Medium,47,49,5,25
12713,2025-04-24 14:33:00,Thursday,14,Stormy,Highway,Low,17,24,4,11
12714,2025-08-06 01:31:00,Wednesday,1,Cloudy,Highway,Low,15,21,3,9
12715,2025-05-25 11:31:00,Sunday,11,Stormy,Residential,Medium,40,47,7,48
12716,2025-09-18 19:51:00,Thursday,19,Stormy,Commercial,Medium,23,38,10,49
12717,2025-01-30 04:30:00,Thursday,4,Cloudy,Highway,Low,17,21,4,19
12718,2025-03-04 07:39:00,Tuesday,7,Cloudy,Highway,Medium,23,44,6,36
12719,2025-10-17 04:42:00,Friday,4,Clear,Residential,Low,9,12,3,8
12720,2025-10-24 20:51:00,Friday,20,Rainy,Commercial,High,80,135,37,143
12721,2025-06-25 10:40:00,Wednesday,10,Cloudy,School Zone,Medium,50,67,11,46
12722,2025-06-29 20:30:00,Sunday,20,Cloudy,Commercial,Medium,22,55,9,49
12723,2025-06-20 07:18:00,Friday,7,Stormy,Industrial,High,120,143,30,114
12724,2025-06-27 16:11:00,Friday,16,Stormy,Industrial,Medium,22,58,9,35
12725,2025-01-17 02:18:00,Friday,2,Rainy,Industrial,Low,17,20,5,16
12726,2025-05-28 15:27:00,Wednesday,15,Foggy,Residential,Low,17,13,2,12
12727,2025-05-14 05:31:00,Wednesday,5,Rainy,School Zone,Low,10,13,4,12
12728,2025-07-18 10:28:00,Friday,10,Foggy,Highway,High,84,86,15,180
12729,2025-03-06 18:40:00,Thursday,18,Foggy,Residential,High,110,98,20,129
12730,2025-11-01 03:51:00,Saturday,3,Clear,Residential,Low,11,17,1,12
12731,2025-06-27 20:53:00,Friday,20,Rainy,Commercial,Medium,47,52,12,48
12732,2025-08-21 05:32:00,Thursday,5,Foggy,Highway,Low,17,29,5,18
12733,2025-04-06 23:27:00,Sunday,23,Cloudy,School Zone,Medium,30,47,5,46
12734,2025-04-01 11:42:00,Tuesday,11,Cloudy,Industrial,Medium,41,31,12,46
12735,2025-07-31 00:12:00,Thursday,0,Rainy,Industrial,Low,5,24,2,19
12736,2025-03-18 20:04:00,Tuesday,20,Foggy,School Zone,Medium,29,55,9,53
12737,2025-11-13 20:56:00,Thursday,20,Stormy,Highway,Medium,34,54,10,51
12738,2025-03-11 22:07:00,Tuesday,22,Foggy,Highway,Low,18,14,0,7
12739,2025-12-03 12:14:00,Wednesday,12,Rainy,Residential,Medium,43,45,5,22
12740,2025-07-05 23:31:00,Saturday,23,Clear,School Zone,Low,9,28,4,15
12741,2025-01-17 06:50:00,Friday,6,Foggy,Highway,Low,11,29,1,9
12742,2025-05-08 00:02:00,Thursday,0,Clear,Industrial,Low,14,25,4,14
12743,2025-03-29 10:45:00,Saturday,10,Stormy,Industrial,High,79,101,18,78
12744,2025-11-13 10:19:00,Thursday,10,Clear,School Zone,High,61,82,35,176
12745,2025-06-30 00:27:00,Monday,0,Cloudy,School Zone,Low,11,14,1,10
12746,2025-10-01 01:01:00,Wednesday,1,Clear,Residential,Low,15,19,5,12
12747,2025-05-25 14:47:00,Sunday,14,Stormy,Industrial,Medium,27,68,6,39
12748,2025-12-10 22:12:00,Wednesday,22,Clear,Commercial,Medium,20,67,13,24
12749,2025-03-12 01:55:00,Wednesday,1,Rainy,School Zone,Medium,38,56,6,43
12750,2025-08-08 19:37:00,Friday,19,Clear,Residential,Medium,49,37,8,28
12751,2025-07-20 10:45:00,Sunday,10,Foggy,Industrial,High,84,119,40,98
12752,2025-01-12 14:32:00,Sunday,14,Stormy,School Zone,Medium,40,46,9,29
12753,2025-06-07 07:53:00,Saturday,7,Stormy,Industrial,High,109,116,28,179
12754,2025-03-30 04:43:00,Sunday,4,Rainy,Highway,Medium,38,32,14,30
12755,2025-10-23 14:15:00,Thursday,14,Clear,Residential,Medium,48,33,14,30
12756,2025-12-01 22:59:00,Monday,22,Cloudy,Industrial,Low,13,23,4,6
12757,2025-09-11 02:48:00,Thursday,2,Stormy,School Zone,Low,5,11,1,5
12758,2025-11-25 20:51:00,Tuesday,20,Foggy,Industrial,Medium,45,43,6,54
12759,2025-12-17 01:45:00,Wednesday,1,Stormy,Commercial,Low,20,21,2,10
12760,2025-09-16 00:55:00,Tuesday,0,Foggy,School Zone,Low,12,18,1,14
12761,2025-02-02 22:52:00,Sunday,22,Foggy,Highway,Medium,49,60,15,21
12762,2025-02-06 14:13:00,Thursday,14,Stormy,Commercial,Medium,49,32,10,37
12763,2025-02-28 23:29:00,Friday,23,Rainy,Highway,Low,11,22,4,6
12764,2025-08-08 01:14:00,Friday,1,Clear,Commercial,Medium,45,30,5,38
12765,2025-07-27 14:40:00,Sunday,14,Clear,Residential,Low,11,18,4,12
12766,2025-04-27 01:26:00,Sunday,1,Rainy,School Zone,Low,7,16,2,12
12767,2025-06-28 02:13:00,Saturday,2,Rainy,School Zone,Low,14,23,5,14
12768,2025-06-21 22:26:00,Saturday,22,Foggy,Residential,Low,17,18,1,9
12769,2025-05-29 09:22:00,Thursday,9,Cloudy,Highway,High,93,97,29,114
12770,2025-09-23 04:45:00,Tuesday,4,Stormy,Industrial,Medium,37,65,14,23
12771,2025-07-21 02:41:00,Monday,2,Cloudy,Residential,Medium,46,64,9,43
12772,2025-11-30 14:14:00,Sunday,14,Rainy,Commercial,Medium,27,43,7,21
12773,2025-12-10 11:11:00,Wednesday,11,Rainy,Commercial,Low,10,11,5,17
12774,2025-04-18 19:49:00,Friday,19,Cloudy,Commercial,High,85,133,25,123
12775,2025-06-03 19:35:00,Tuesday,19,Stormy,Commercial,Medium,50,69,6,51
12776,2025-12-02 22:37:00,Tuesday,22,Cloudy,Residential,Low,19,26,0,10
12777,2025-04-03 22:17:00,Thursday,22,Rainy,Industrial,Low,18,22,0,15
12778,2025-12-26 09:23:00,Friday,9,Foggy,Residential,High,75,134,30,70
12779,2025-12-02 12:35:00,Tuesday,12,Rainy,Industrial,Medium,49,44,10,54
12780,2025-09-24 07:54:00,Wednesday,7,Stormy,Industrial,Medium,41,33,12,22
12781,2025-12-27 23:55:00,Saturday,23,Rainy,Industrial,Low,18,21,1,6
12782,2025-06-16 13:43:00,Monday,13,Foggy,Commercial,Low,13,14,1,11
12783,2025-11-06 14:42:00,Thursday,14,Rainy,School Zone,Low,13,12,1,9
12784,2025-02-25 20:54:00,Tuesday,20,Foggy,Residential,Medium,43,45,15,52
12785,2025-07-06 12:52:00,Sunday,12,Rainy,Industrial,Low,9,19,4,14
12786,2025-05-10 09:16:00,Saturday,9,Stormy,School Zone,High,81,150,27,104
12787,2025-12-19 16:42:00,Friday,16,Rainy,Commercial,Medium,27,43,14,32
12788,2025-12-22 14:35:00,Monday,14,Clear,School Zone,Medium,35,70,7,38
12789,2025-12-31 01:14:00,Wednesday,1,Stormy,Residential,Medium,40,62,10,45
12790,2025-08-12 23:01:00,Tuesday,23,Foggy,Commercial,Low,19,28,0,7
12791,2025-07-14 04:21:00,Monday,4,Stormy,Residential,Low,11,28,4,10
12792,2025-06-22 23:44:00,Sunday,23,Foggy,Residential,Medium,40,43,15,23
12793,2025-03-07 23:44:00,Friday,23,Clear,Commercial,Low,18,27,4,5
12794,2025-10-30 18:06:00,Thursday,18,Rainy,Commercial,Medium,37,43,12,31
12795,2025-12-18 16:10:00,Thursday,16,Foggy,Residential,Low,10,26,4,20
12796,2025-10-21 17:12:00,Tuesday,17,Rainy,Commercial,Medium,49,41,7,48
12797,2025-10-10 01:06:00,Friday,1,Cloudy,School Zone,Low,14,15,0,9
12798,2025-02-23 03:01:00,Sunday,3,Foggy,Commercial,Low,8,28,2,10
12799,2025-06-27 04:28:00,Friday,4,Cloudy,Residential,Medium,42,42,10,52
12800,2025-05-09 12:57:00,Friday,12,Stormy,Highway,Low,17,26,4,15
12801,2025-12-30 18:20:00,Tuesday,18,Stormy,Highway,High,73,126,23,98
12802,2025-02-22 16:18:00,Saturday,16,Rainy,Highway,Low,20,28,3,10
12803,2025-05-04 15:34:00,Sunday,15,Rainy,Highway,Medium,36,66,7,36
12804,2025-03-14 09:05:00,Friday,9,Stormy,Commercial,High,99,133,39,104
12805,2025-09-04 20:30:00,Thursday,20,Rainy,Commercial,High,79,93,20,66
12806,2025-12-24 22:08:00,Wednesday,22,Cloudy,Industrial,Medium,30,37,10,30
12807,2025-10-18 20:34:00,Saturday,20,Cloudy,School Zone,Medium,35,53,15,60
12808,2025-08-11 07:01:00,Monday,7,Rainy,Commercial,Medium,49,45,8,56
12809,2025-11-28 08:45:00,Friday,8,Stormy,Industrial,High,51,135,28,147
12810,2025-12-29 19:37:00,Monday,19,Stormy,Commercial,High,95,85,30,90
12811,2025-08-15 04:09:00,Friday,4,Clear,Commercial,Low,10,27,0,5
12812,2025-11-14 11:15:00,Friday,11,Foggy,Industrial,Medium,34,41,15,25
12813,2025-11-24 04:08:00,Monday,4,Clear,Highway,Low,20,10,5,12
12814,2025-04-15 02:50:00,Tuesday,2,Foggy,Highway,Low,7,16,0,17
12815,2025-05-01 15:51:00,Thursday,15,Cloudy,Highway,Medium,32,39,14,40
