traffic_id,timestamp,day,hour,weather,area_type,traffic_density,car_count,bike_count,truck_count,signal_waiting_time_seconds,traffic_load,date
11663,2025-11-18 04:24:00,Tuesday,4,Rainy,School Zone,Low,12,22,1,14,35,2025-11-18
11664,2025-12-08 04:50:00,Monday,4,Stormy,Residential,Medium,24,57,5,36,86,2025-12-08
11665,2025-04-08 18:25:00,Tuesday,18,Clear,Residential,Medium,42,48,5,33,95,2025-04-08
11666,2025-08-30 16:12:00,Saturday,16,Foggy,Highway,Low,20,15,4,16,39,2025-08-30
11667,2025-11-29 21:09:00,Saturday,21,Foggy,Commercial,Low,6,30,5,8,41,2025-11-29
11668,2025-12-06 15:51:00,Saturday,15,Stormy,School Zone,Medium,42,57,14,47,113,2025-12-06
11669,2025-12-07 07:52:00,Sunday,7,Rainy,Residential,High,80,70,16,174,166,2025-12-07
11670,2025-04-09 08:56:00,Wednesday,8,Stormy,Commercial,High,75,130,21,118,226,2025-04-09
11671,2025-10-03 20:04:00,Friday,20,Rainy,School Zone,High,51,134,22,71,207,2025-10-03
11672,2025-07-29 13:28:00,Tuesday,13,Rainy,Industrial,Medium,27,45,15,47,87,2025-07-29
11673,2025-12-10 09:35:00,Wednesday,9,Stormy,Commercial,Medium,48,37,11,46,96,2025-12-10
11674,2025-09-24 16:53:00,Wednesday,16,Rainy,Industrial,Medium,34,32,11,26,77,2025-09-24
11675,2025-07-31 21:12:00,Thursday,21,Cloudy,Highway,Low,5,22,3,17,30,2025-07-31
11676,2025-07-02 20:35:00,Wednesday,20,Clear,Residential,High,83,110,19,129,212,2025-07-02
11677,2025-06-21 05:44:00,Saturday,5,Foggy,Highway,Medium,36,47,7,27,90,2025-06-21
11678,2025-05-26 18:42:00,Monday,18,Cloudy,Commercial,High,94,84,27,110,205,2025-05-26
11679,2025-01-11 14:58:00,Saturday,14,Foggy,Commercial,Medium,47,60,6,55,113,2025-01-11
11680,2025-01-15 19:28:00,Wednesday,19,Rainy,Highway,High,78,110,40,122,228,2025-01-15
11681,2025-09-03 00:34:00,Wednesday,0,Stormy,School Zone,Medium,40,37,8,35,85,2025-09-03
11682,2025-06-08 12:23:00,Sunday,12,Foggy,School Zone,Low,16,24,2,10,42,2025-06-08
11683,2025-07-11 03:36:00,Friday,3,Stormy,Highway,Low,12,23,4,15,39,2025-07-11
11684,2025-08-07 03:09:00,Thursday,3,Clear,Highway,Low,16,18,5,14,39,2025-08-07
11685,2025-03-14 22:06:00,Friday,22,Clear,Commercial,Low,19,15,0,19,34,2025-03-14
11686,2025-09-29 21:40:00,Monday,21,Clear,School Zone,Medium,48,60,14,23,122,2025-09-29
11687,2025-01-18 07:28:00,Saturday,7,Cloudy,School Zone,Medium,50,68,10,41,128,2025-01-18
11688,2025-05-31 23:30:00,Saturday,23,Foggy,School Zone,Medium,38,49,14,51,101,2025-05-31
11689,2025-12-21 16:48:00,Sunday,16,Cloudy,Industrial,Medium,25,36,14,54,75,2025-12-21
11690,2025-07-15 19:10:00,Tuesday,19,Rainy,Residential,High,80,87,19,65,186,2025-07-15
11691,2025-05-13 22:39:00,Tuesday,22,Foggy,Commercial,Medium,35,66,9,53,110,2025-05-13
11692,2025-12-25 01:21:00,Thursday,1,Cloudy,Highway,Low,19,14,1,11,34,2025-12-25
11693,2025-04-14 17:09:00,Monday,17,Clear,School Zone,High,114,106,29,77,249,2025-04-14
11694,2025-05-07 10:43:00,Wednesday,10,Foggy,Highway,High,112,132,25,151,269,2025-05-07
11695,2025-06-02 15:11:00,Monday,15,Clear,Commercial,Medium,47,38,11,48,96,2025-06-02
11696,2025-06-16 03:00:00,Monday,3,Stormy,School Zone,Low,7,14,0,17,21,2025-06-16
11697,2025-07-15 10:28:00,Tuesday,10,Rainy,Industrial,Medium,33,53,9,24,95,2025-07-15
11698,2025-09-29 15:52:00,Monday,15,Stormy,Residential,Low,5,25,3,10,33,2025-09-29
11699,2025-02-05 22:54:00,Wednesday,22,Clear,Residential,Low,11,19,4,15,34,2025-02-05
11700,2025-04-04 20:15:00,Friday,20,Foggy,Residential,Medium,43,55,15,48,113,2025-04-04
11701,2025-10-16 06:32:00,Thursday,6,Stormy,Industrial,Low,6,13,0,12,19,2025-10-16
11702,2025-07-23 00:58:00,Wednesday,0,Foggy,Industrial,Low,17,15,3,9,35,2025-07-23
11703,2025-07-04 00:54:00,Friday,0,Foggy,Commercial,Low,19,25,4,14,48,2025-07-04
11704,2025-02-06 06:04:00,Thursday,6,Cloudy,Commercial,Low,9,13,1,8,23,2025-02-06
11705,2025-11-25 23:38:00,Tuesday,23,Cloudy,Residential,Low,6,29,3,6,38,2025-11-25
11706,2025-06-11 12:26:00,Wednesday,12,Stormy,School Zone,Low,6,20,0,14,26,2025-06-11
11707,2025-05-28 06:10:00,Wednesday,6,Rainy,Industrial,Low,11,19,2,14,32,2025-05-28
11708,2025-04-08 00:13:00,Tuesday,0,Stormy,Residential,Low,7,21,5,7,33,2025-04-08
11709,2025-02-12 19:29:00,Wednesday,19,Foggy,School Zone,High,114,108,35,180,257,2025-02-12
11710,2025-07-30 02:23:00,Wednesday,2,Clear,Industrial,Low,11,27,0,19,38,2025-07-30
11711,2025-09-17 08:21:00,Wednesday,8,Foggy,Highway,High,73,77,30,111,180,2025-09-17
11712,2025-07-01 21:37:00,Tuesday,21,Cloudy,Commercial,Low,16,29,2,9,47,2025-07-01
11713,2025-11-11 21:41:00,Tuesday,21,Cloudy,Commercial,Low,13,13,2,13,28,2025-11-11
11714,2025-07-27 09:58:00,Sunday,9,Rainy,Commercial,High,85,140,31,63,256,2025-07-27
11715,2025-02-26 20:21:00,Wednesday,20,Foggy,Industrial,High,104,107,24,109,235,2025-02-26
11716,2025-03-25 21:47:00,Tuesday,21,Cloudy,Commercial,Low,5,25,0,14,30,2025-03-25
11717,2025-07-10 10:22:00,Thursday,10,Rainy,School Zone,High,96,129,37,65,262,2025-07-10
11718,2025-10-07 17:12:00,Tuesday,17,Cloudy,Industrial,Medium,32,55,15,35,102,2025-10-07
11719,2025-10-01 03:12:00,Wednesday,3,Rainy,School Zone,Low,20,16,2,9,38,2025-10-01
11720,2025-03-04 20:53:00,Tuesday,20,Stormy,Commercial,High,94,70,25,117,189,2025-03-04
11721,2025-01-09 01:08:00,Thursday,1,Rainy,Commercial,Low,13,18,5,11,36,2025-01-09
11722,2025-03-18 09:28:00,Tuesday,9,Cloudy,School Zone,High,113,130,32,138,275,2025-03-18
11723,2025-07-10 18:08:00,Thursday,18,Clear,Highway,High,54,81,22,121,157,2025-07-10
11724,2025-08-12 16:04:00,Tuesday,16,Clear,Highway,Low,17,19,2,6,38,2025-08-12
11725,2025-03-08 17:02:00,Saturday,17,Foggy,Industrial,High,89,80,37,161,206,2025-03-08
11726,2025-09-25 07:59:00,Thursday,7,Foggy,School Zone,High,95,126,27,158,248,2025-09-25
11727,2025-01-22 09:37:00,Wednesday,9,Clear,Residential,High,63,135,25,148,223,2025-01-22
11728,2025-05-20 04:56:00,Tuesday,4,Rainy,Highway,Low,7,10,5,8,22,2025-05-20
11729,2025-01-27 02:37:00,Monday,2,Foggy,Highway,Medium,21,38,12,22,71,2025-01-27
11730,2025-04-22 18:15:00,Tuesday,18,Rainy,Commercial,Medium,30,51,9,29,90,2025-04-22
11731,2025-09-15 21:01:00,Monday,21,Stormy,Residential,Low,19,20,3,11,42,2025-09-15
11732,2025-08-07 07:22:00,Thursday,7,Cloudy,Industrial,High,65,114,20,144,199,2025-08-07
11733,2025-02-10 01:11:00,Monday,1,Foggy,Residential,Low,10,14,1,9,25,2025-02-10
11734,2025-01-17 16:00:00,Friday,16,Stormy,Residential,Medium,50,51,15,52,116,2025-01-17
11735,2025-04-20 15:32:00,Sunday,15,Clear,Industrial,Medium,44,56,15,37,115,2025-04-20
11736,2025-10-21 10:21:00,Tuesday,10,Stormy,Industrial,Medium,36,51,5,60,92,2025-10-21
11737,2025-11-11 15:05:00,Tuesday,15,Stormy,Industrial,Medium,31,69,10,34,110,2025-11-11
11738,2025-05-22 08:00:00,Thursday,8,Foggy,School Zone,Medium,30,69,10,39,109,2025-05-22
11739,2025-01-08 21:16:00,Wednesday,21,Foggy,Residential,Medium,26,57,6,21,89,2025-01-08
11740,2025-05-04 00:17:00,Sunday,0,Clear,Residential,Medium,21,67,15,45,103,2025-05-04
11741,2025-06-28 14:53:00,Saturday,14,Clear,Residential,Medium,33,32,7,55,72,2025-06-28
11742,2025-01-20 03:03:00,Monday,3,Clear,Industrial,Low,20,29,5,17,54,2025-01-20
11743,2025-05-25 05:01:00,Sunday,5,Stormy,Industrial,Medium,27,43,7,26,77,2025-05-25
11744,2025-06-13 20:47:00,Friday,20,Stormy,Residential,Medium,24,51,8,32,83,2025-06-13
11745,2025-09-04 14:53:00,Thursday,14,Stormy,School Zone,Low,8,17,3,5,28,2025-09-04
11746,2025-01-08 15:59:00,Wednesday,15,Clear,School Zone,Medium,38,36,5,37,79,2025-01-08
11747,2025-06-11 12:51:00,Wednesday,12,Stormy,Industrial,Low,14,25,0,10,39,2025-06-11
11748,2025-06-13 09:44:00,Friday,9,Stormy,Highway,High,59,147,28,103,234,2025-06-13
11749,2025-04-15 23:33:00,Tuesday,23,Rainy,Highway,Low,14,24,4,12,42,2025-04-15
11750,2025-09-30 16:13:00,Tuesday,16,Rainy,Commercial,Medium,43,56,14,54,113,2025-09-30
11751,2025-10-03 16:47:00,Friday,16,Foggy,Highway,Medium,41,32,11,22,84,2025-10-03
11752,2025-08-06 16:41:00,Wednesday,16,Clear,Highway,Medium,27,31,8,22,66,2025-08-06
11753,2025-03-24 14:37:00,Monday,14,Stormy,Commercial,Low,15,18,1,18,34,2025-03-24
11754,2025-12-17 18:54:00,Wednesday,18,Clear,Industrial,High,83,127,28,78,238,2025-12-17
11755,2025-05-19 15:10:00,Monday,15,Stormy,Commercial,Medium,21,39,15,51,75,2025-05-19
11756,2025-01-31 15:47:00,Friday,15,Rainy,Industrial,Low,19,21,0,15,40,2025-01-31
11757,2025-08-27 19:51:00,Wednesday,19,Cloudy,School Zone,Medium,39,49,7,43,95,2025-08-27
11758,2025-04-26 04:17:00,Saturday,4,Foggy,Industrial,Medium,21,61,8,54,90,2025-04-26
11759,2025-10-10 05:23:00,Friday,5,Foggy,Industrial,Medium,32,47,9,44,88,2025-10-10
11760,2025-09-24 14:19:00,Wednesday,14,Rainy,Highway,Low,18,29,5,12,52,2025-09-24
11761,2025-04-17 06:17:00,Thursday,6,Stormy,Commercial,Medium,47,38,10,59,95,2025-04-17
11762,2025-01-17 13:14:00,Friday,13,Stormy,Highway,Medium,31,65,14,39,110,2025-01-17
11763,2025-12-18 11:43:00,Thursday,11,Stormy,Residential,Low,14,11,3,14,28,2025-12-18
11764,2025-09-18 03:37:00,Thursday,3,Clear,School Zone,Medium,44,43,11,60,98,2025-09-18
11765,2025-08-22 19:33:00,Friday,19,Cloudy,School Zone,Medium,20,34,6,36,60,2025-08-22
11766,2025-09-07 07:58:00,Sunday,7,Clear,Residential,Medium,36,32,6,34,74,2025-09-07
11767,2025-06-13 23:19:00,Friday,23,Rainy,School Zone,Low,5,24,1,19,30,2025-06-13
11768,2025-07-08 14:20:00,Tuesday,14,Foggy,Commercial,Medium,20,37,13,41,70,2025-07-08
11769,2025-08-01 21:43:00,Friday,21,Rainy,Highway,Low,19,23,5,14,47,2025-08-01
11770,2025-08-05 22:39:00,Tuesday,22,Clear,Industrial,Low,18,21,2,7,41,2025-08-05
11771,2025-11-30 05:39:00,Sunday,5,Stormy,Commercial,Low,10,10,5,12,25,2025-11-30
11772,2025-01-12 18:16:00,Sunday,18,Stormy,Industrial,High,76,104,19,160,199,2025-01-12
11773,2025-04-09 01:58:00,Wednesday,1,Cloudy,Highway,Medium,25,62,9,55,96,2025-04-09
11774,2025-01-19 18:41:00,Sunday,18,Clear,Commercial,High,97,143,31,150,271,2025-01-19
11775,2025-06-21 05:08:00,Saturday,5,Cloudy,School Zone,Low,16,21,5,16,42,2025-06-21
11776,2025-03-03 14:31:00,Monday,14,Foggy,Residential,Low,18,30,4,19,52,2025-03-03
11777,2025-12-22 09:15:00,Monday,9,Rainy,Residential,Medium,31,41,13,54,85,2025-12-22
11778,2025-10-13 20:43:00,Monday,20,Clear,School Zone,Medium,24,52,13,35,89,2025-10-13
11779,2025-10-02 04:30:00,Thursday,4,Stormy,Highway,Low,8,19,3,7,30,2025-10-02
11780,2025-06-01 14:59:00,Sunday,14,Stormy,Commercial,Medium,28,42,6,49,76,2025-06-01
11781,2025-06-28 14:48:00,Saturday,14,Foggy,Highway,Medium,42,51,5,28,98,2025-06-28
11782,2025-06-25 04:34:00,Wednesday,4,Cloudy,Industrial,Low,10,23,4,5,37,2025-06-25
11783,2025-08-24 23:13:00,Sunday,23,Clear,Highway,Low,16,17,3,20,36,2025-08-24
11784,2025-04-16 06:04:00,Wednesday,6,Clear,Highway,Medium,20,58,10,58,88,2025-04-16
11785,2025-08-01 22:10:00,Friday,22,Rainy,Highway,Medium,27,39,10,58,76,2025-08-01
11786,2025-02-20 22:58:00,Thursday,22,Stormy,School Zone,Low,11,26,0,7,37,2025-02-20
11787,2025-10-25 03:57:00,Saturday,3,Cloudy,Commercial,Medium,30,49,15,23,94,2025-10-25
11788,2025-11-21 13:52:00,Friday,13,Stormy,Commercial,Low,8,10,3,15,21,2025-11-21
11789,2025-08-13 18:41:00,Wednesday,18,Foggy,School Zone,High,99,149,20,92,268,2025-08-13
11790,2025-05-04 22:13:00,Sunday,22,Cloudy,Highway,Low,10,21,4,12,35,2025-05-04
11791,2025-10-28 18:44:00,Tuesday,18,Rainy,Highway,High,53,142,36,161,231,2025-10-28
11792,2025-03-23 18:15:00,Sunday,18,Stormy,Highway,Medium,25,46,7,35,78,2025-03-23
11793,2025-02-20 05:53:00,Thursday,5,Cloudy,Industrial,Low,14,20,5,10,39,2025-02-20
11794,2025-04-16 14:50:00,Wednesday,14,Rainy,School Zone,Low,19,29,2,13,50,2025-04-16
11795,2025-07-13 14:31:00,Sunday,14,Foggy,Industrial,Medium,45,58,13,20,116,2025-07-13
11796,2025-10-18 08:52:00,Saturday,8,Stormy,Industrial,Medium,50,59,6,32,115,2025-10-18
11797,2025-09-17 13:16:00,Wednesday,13,Stormy,Residential,Low,9,28,1,19,38,2025-09-17
11798,2025-07-04 21:46:00,Friday,21,Foggy,Commercial,Low,5,14,4,18,23,2025-07-04
11799,2025-07-18 02:10:00,Friday,2,Stormy,Residential,Low,5,28,2,15,35,2025-07-18
11800,2025-07-21 13:53:00,Monday,13,Cloudy,School Zone,Low,19,27,2,19,48,2025-07-21
11801,2025-09-09 11:56:00,Tuesday,11,Cloudy,Highway,Medium,36,63,7,49,106,2025-09-09
11802,2025-08-20 00:09:00,Wednesday,0,Cloudy,Residential,Low,10,24,4,10,38,2025-08-20
11803,2025-04-20 11:30:00,Sunday,11,Foggy,Residential,Medium,41,70,12,32,123,2025-04-20
11804,2025-08-19 20:20:00,Tuesday,20,Stormy,Residential,Medium,33,30,11,60,74,2025-08-19
11805,2025-12-03 04:19:00,Wednesday,4,Foggy,Commercial,Medium,37,63,13,48,113,2025-12-03
11806,2025-05-11 05:28:00,Sunday,5,Rainy,School Zone,Low,16,28,4,11,48,2025-05-11
11807,2025-10-02 08:25:00,Thursday,8,Rainy,Residential,High,102,77,32,153,211,2025-10-02
11808,2025-07-21 07:31:00,Monday,7,Cloudy,Industrial,High,114,79,25,132,218,2025-07-21
11809,2025-04-19 23:14:00,Saturday,23,Foggy,School Zone,Low,18,25,3,13,46,2025-04-19
11810,2025-11-10 05:05:00,Monday,5,Rainy,Industrial,Low,17,14,0,14,31,2025-11-10
11811,2025-05-24 06:50:00,Saturday,6,Rainy,Residential,Low,15,20,0,18,35,2025-05-24
11812,2025-12-25 19:06:00,Thursday,19,Stormy,Residential,High,97,72,17,77,186,2025-12-25
11813,2025-09-22 04:03:00,Monday,4,Foggy,Commercial,Low,18,23,0,13,41,2025-09-22
11814,2025-11-08 20:08:00,Saturday,20,Clear,Commercial,Medium,39,41,15,45,95,2025-11-08
11815,2025-10-24 07:41:00,Friday,7,Cloudy,Residential,High,55,126,16,140,197,2025-10-24
11816,2025-04-02 08:01:00,Wednesday,8,Cloudy,Industrial,Medium,34,61,15,28,110,2025-04-02
11817,2025-10-31 03:16:00,Friday,3,Foggy,Residential,Medium,50,45,9,39,104,2025-10-31
11818,2025-10-13 17:01:00,Monday,17,Stormy,Industrial,High,120,97,15,132,232,2025-10-13
11819,2025-02-08 22:22:00,Saturday,22,Clear,School Zone,Low,5,21,4,14,30,2025-02-08
11820,2025-06-09 02:23:00,Monday,2,Foggy,Industrial,Low,10,30,5,13,45,2025-06-09
11821,2025-12-29 19:08:00,Monday,19,Rainy,Residential,Medium,23,53,9,32,85,2025-12-29
11822,2025-01-14 12:53:00,Tuesday,12,Clear,Highway,Low,18,20,5,12,43,2025-01-14
11823,2025-12-02 06:23:00,Tuesday,6,Clear,Commercial,Low,15,28,1,11,44,2025-12-02
11824,2025-12-15 14:45:00,Monday,14,Foggy,Residential,Low,12,15,3,7,30,2025-12-15
11825,2025-07-07 07:35:00,Monday,7,Rainy,Commercial,High,84,83,35,137,202,2025-07-07
11826,2025-01-20 16:19:00,Monday,16,Rainy,Commercial,Medium,44,57,6,41,107,2025-01-20
11827,2025-10-01 07:28:00,Wednesday,7,Cloudy,School Zone,High,96,147,36,102,279,2025-10-01
11828,2025-10-16 08:55:00,Thursday,8,Cloudy,Residential,Medium,32,55,8,44,95,2025-10-16
11829,2025-05-27 05:51:00,Tuesday,5,Foggy,Residential,Low,5,10,5,18,20,2025-05-27
11830,2025-08-25 05:19:00,Monday,5,Stormy,Commercial,Low,17,27,0,12,44,2025-08-25
11831,2025-03-01 19:14:00,Saturday,19,Foggy,School Zone,High,92,142,35,119,269,2025-03-01
11832,2025-06-03 18:41:00,Tuesday,18,Foggy,Highway,Medium,25,46,15,58,86,2025-06-03
11833,2025-11-14 06:17:00,Friday,6,Clear,Commercial,Low,12,19,3,8,34,2025-11-14
11834,2025-08-17 09:17:00,Sunday,9,Cloudy,School Zone,High,82,146,35,133,263,2025-08-17
11835,2025-03-22 18:47:00,Saturday,18,Cloudy,Residential,High,105,105,25,145,235,2025-03-22
11836,2025-03-18 01:48:00,Tuesday,1,Rainy,Commercial,Low,15,11,1,10,27,2025-03-18
11837,2025-05-01 09:31:00,Thursday,9,Cloudy,Industrial,High,76,109,31,128,216,2025-05-01
11838,2025-12-06 08:03:00,Saturday,8,Stormy,School Zone,Medium,48,30,11,24,89,2025-12-06
11839,2025-07-13 11:10:00,Sunday,11,Stormy,Industrial,Medium,20,63,10,60,93,2025-07-13
11840,2025-08-22 14:15:00,Friday,14,Clear,Highway,Medium,48,57,9,56,114,2025-08-22
11841,2025-09-20 08:55:00,Saturday,8,Foggy,Highway,High,111,83,33,150,227,2025-09-20
11842,2025-03-26 08:57:00,Wednesday,8,Rainy,Commercial,Medium,24,45,10,38,79,2025-03-26
11843,2025-01-10 13:38:00,Friday,13,Clear,Highway,Low,20,25,5,20,50,2025-01-10
11844,2025-07-12 17:16:00,Saturday,17,Rainy,School Zone,High,50,106,34,138,190,2025-07-12
11845,2025-08-07 03:30:00,Thursday,3,Cloudy,Industrial,Low,11,10,3,7,24,2025-08-07
11846,2025-12-19 13:09:00,Friday,13,Rainy,Residential,Medium,39,64,13,41,116,2025-12-19
11847,2025-02-14 07:10:00,Friday,7,Foggy,Residential,Medium,23,52,11,24,86,2025-02-14
11848,2025-06-25 15:37:00,Wednesday,15,Rainy,Residential,Medium,46,41,7,23,94,2025-06-25
11849,2025-02-28 08:33:00,Friday,8,Stormy,Industrial,Medium,46,31,10,30,87,2025-02-28
11850,2025-12-22 11:41:00,Monday,11,Clear,School Zone,Low,12,26,0,16,38,2025-12-22
11851,2025-06-14 09:48:00,Saturday,9,Rainy,School Zone,High,120,87,36,74,243,2025-06-14
11852,2025-09-23 01:20:00,Tuesday,1,Clear,School Zone,Low,16,21,2,19,39,2025-09-23
11853,2025-01-10 01:40:00,Friday,1,Stormy,Commercial,Low,14,12,5,16,31,2025-01-10
11854,2025-07-24 11:02:00,Thursday,11,Clear,Industrial,Medium,27,52,8,44,87,2025-07-24
11855,2025-07-22 07:11:00,Tuesday,7,Cloudy,School Zone,Medium,43,63,13,39,119,2025-07-22
11856,2025-04-26 03:10:00,Saturday,3,Clear,Highway,Low,5,30,1,10,36,2025-04-26
11857,2025-05-08 13:23:00,Thursday,13,Stormy,Commercial,Low,8,29,5,6,42,2025-05-08
11858,2025-08-28 14:35:00,Thursday,14,Rainy,Highway,Medium,46,55,8,46,109,2025-08-28
11859,2025-02-12 06:15:00,Wednesday,6,Foggy,Industrial,Low,18,25,5,14,48,2025-02-12
11860,2025-09-20 05:18:00,Saturday,5,Stormy,Residential,Medium,32,52,6,30,90,2025-09-20
11861,2025-07-11 08:10:00,Friday,8,Cloudy,School Zone,High,58,121,21,128,200,2025-07-11
11862,2025-05-24 21:31:00,Saturday,21,Rainy,Commercial,Low,16,28,0,5,44,2025-05-24
11863,2025-11-03 23:14:00,Monday,23,Stormy,Highway,Medium,26,50,5,43,81,2025-11-03
11864,2025-08-17 07:31:00,Sunday,7,Clear,Highway,Medium,24,67,14,50,105,2025-08-17
11865,2025-09-07 12:04:00,Sunday,12,Stormy,Industrial,Low,10,14,0,12,24,2025-09-07
11866,2025-07-08 02:32:00,Tuesday,2,Cloudy,Residential,Low,17,26,4,10,47,2025-07-08
11867,2025-10-25 21:01:00,Saturday,21,Cloudy,School Zone,Low,18,12,2,8,32,2025-10-25
11868,2025-04-29 20:06:00,Tuesday,20,Rainy,Industrial,High,78,127,40,127,245,2025-04-29
11869,2025-08-11 17:04:00,Monday,17,Cloudy,Highway,Medium,20,48,14,59,82,2025-08-11
11870,2025-09-08 17:41:00,Monday,17,Stormy,Industrial,High,84,103,25,81,212,2025-09-08
11871,2025-04-24 23:30:00,Thursday,23,Stormy,Commercial,Low,10,19,3,9,32,2025-04-24
11872,2025-07-16 23:12:00,Wednesday,23,Clear,Residential,Medium,20,51,10,41,81,2025-07-16
11873,2025-08-15 16:35:00,Friday,16,Rainy,Industrial,Medium,24,56,7,49,87,2025-08-15
11874,2025-03-21 17:14:00,Friday,17,Clear,Residential,Medium,37,43,11,59,91,2025-03-21
11875,2025-02-09 01:57:00,Sunday,1,Cloudy,Industrial,Low,11,13,4,10,28,2025-02-09
11876,2025-05-19 15:57:00,Monday,15,Clear,Commercial,Medium,36,59,11,56,106,2025-05-19
11877,2025-07-01 06:37:00,Tuesday,6,Foggy,School Zone,Low,5,18,3,16,26,2025-07-01
11878,2025-12-16 15:19:00,Tuesday,15,Foggy,School Zone,Medium,33,35,8,42,76,2025-12-16
11879,2025-04-28 04:23:00,Monday,4,Cloudy,Commercial,Medium,34,33,11,42,78,2025-04-28
11880,2025-06-27 03:56:00,Friday,3,Rainy,Industrial,Low,16,29,4,5,49,2025-06-27
11881,2025-10-15 13:35:00,Wednesday,13,Cloudy,Highway,Low,17,23,2,19,42,2025-10-15
11882,2025-05-11 00:33:00,Sunday,0,Stormy,Industrial,Low,20,30,1,8,51,2025-05-11
11883,2025-07-31 08:04:00,Thursday,8,Foggy,School Zone,Medium,45,52,5,31,102,2025-07-31
11884,2025-04-14 19:05:00,Monday,19,Foggy,Highway,Medium,26,35,8,31,69,2025-04-14
11885,2025-05-12 02:30:00,Monday,2,Stormy,School Zone,Low,19,11,0,15,30,2025-05-12
11886,2025-12-23 17:12:00,Tuesday,17,Clear,Highway,High,54,133,37,156,224,2025-12-23
11887,2025-10-17 00:27:00,Friday,0,Clear,School Zone,Low,10,14,1,12,25,2025-10-17
11888,2025-11-23 12:30:00,Sunday,12,Cloudy,School Zone,Medium,20,70,15,36,105,2025-11-23
11889,2025-12-24 02:57:00,Wednesday,2,Foggy,School Zone,Medium,42,53,7,46,102,2025-12-24
11890,2025-05-21 09:14:00,Wednesday,9,Rainy,Highway,High,106,133,39,137,278,2025-05-21
11891,2025-03-20 21:09:00,Thursday,21,Stormy,School Zone,Medium,23,48,7,29,78,2025-03-20
11892,2025-03-11 09:12:00,Tuesday,9,Stormy,School Zone,Medium,30,50,5,48,85,2025-03-11
11893,2025-04-18 06:29:00,Friday,6,Cloudy,Industrial,Medium,33,67,9,35,109,2025-04-18
11894,2025-07-21 01:25:00,Monday,1,Stormy,School Zone,Medium,33,57,9,30,99,2025-07-21
11895,2025-08-15 04:12:00,Friday,4,Rainy,Residential,Low,16,29,4,17,49,2025-08-15
11896,2025-06-06 20:10:00,Friday,20,Rainy,Commercial,High,97,75,18,114,190,2025-06-06
11897,2025-01-29 23:45:00,Wednesday,23,Stormy,Highway,Medium,38,65,5,53,108,2025-01-29
11898,2025-04-07 21:12:00,Monday,21,Cloudy,Residential,Low,8,21,3,17,32,2025-04-07
11899,2025-12-02 10:00:00,Tuesday,10,Clear,Highway,High,54,130,39,147,223,2025-12-02
11900,2025-03-28 03:24:00,Friday,3,Cloudy,Commercial,Low,18,24,4,12,46,2025-03-28
11901,2025-02-13 01:25:00,Thursday,1,Clear,Commercial,Medium,39,68,12,59,119,2025-02-13
11902,2025-03-07 11:58:00,Friday,11,Foggy,Industrial,Low,7,26,1,20,34,2025-03-07
11903,2025-05-24 04:13:00,Saturday,4,Foggy,Residential,Medium,43,67,15,59,125,2025-05-24
11904,2025-08-14 12:57:00,Thursday,12,Cloudy,Industrial,Low,13,17,4,11,34,2025-08-14
11905,2025-02-04 13:50:00,Tuesday,13,Cloudy,Industrial,Low,20,29,0,17,49,2025-02-04
11906,2025-07-04 14:58:00,Friday,14,Stormy,Residential,Low,12,13,2,10,27,2025-07-04
11907,2025-10-07 14:41:00,Tuesday,14,Rainy,Commercial,Medium,20,46,7,37,73,2025-10-07
11908,2025-07-22 12:19:00,Tuesday,12,Clear,Commercial,Low,5,13,2,16,20,2025-07-22
11909,2025-03-22 14:25:00,Saturday,14,Foggy,Residential,Medium,46,66,13,30,125,2025-03-22
11910,2025-02-28 05:18:00,Friday,5,Foggy,Commercial,Medium,45,41,9,29,95,2025-02-28
11911,2025-10-29 19:08:00,Wednesday,19,Rainy,Commercial,High,104,91,24,125,219,2025-10-29
11912,2025-02-28 10:20:00,Friday,10,Clear,Industrial,High,91,82,32,70,205,2025-02-28
11913,2025-04-13 22:45:00,Sunday,22,Stormy,Residential,Low,17,10,2,12,29,2025-04-13
11914,2025-05-25 07:10:00,Sunday,7,Clear,Highway,High,66,134,26,119,226,2025-05-25
11915,2025-05-13 14:00:00,Tuesday,14,Stormy,Commercial,Low,20,13,0,20,33,2025-05-13
11916,2025-01-11 14:58:00,Saturday,14,Stormy,Industrial,Low,12,22,0,6,34,2025-01-11
11917,2025-11-12 10:32:00,Wednesday,10,Foggy,Commercial,Medium,47,63,6,30,116,2025-11-12
11918,2025-01-05 15:15:00,Sunday,15,Clear,School Zone,Low,14,18,5,7,37,2025-01-05
11919,2025-05-16 05:52:00,Friday,5,Foggy,Residential,Low,9,13,3,20,25,2025-05-16
11920,2025-05-19 00:54:00,Monday,0,Foggy,Industrial,Low,7,26,1,7,34,2025-05-19
11921,2025-11-27 02:31:00,Thursday,2,Foggy,Commercial,Medium,22,42,14,54,78,2025-11-27
11922,2025-12-24 18:40:00,Wednesday,18,Foggy,Residential,Medium,47,69,9,49,125,2025-12-24
11923,2025-01-26 03:35:00,Sunday,3,Clear,Highway,Low,12,24,5,20,41,2025-01-26
11924,2025-09-18 02:17:00,Thursday,2,Rainy,School Zone,Low,6,17,0,6,23,2025-09-18
11925,2025-02-26 10:54:00,Wednesday,10,Cloudy,Industrial,High,75,134,32,105,241,2025-02-26
